,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
849,Equinix,usa, FL, Doral,1525 Northwest 98th Court,108336.0,75043.0,,27.7567667,-81.4639835
850,antage Data Centers,germany, Offenbach am Main, Goethering 27,Vantage Data center - FRA11,452000.0,,56.0,50.1055002,8.7610698
851,Rackspace,usa, NJ, Franklin Township,202-216 Campus Drive,35000.0,,2.4,40.0757384,-74.4041622
852,Hivelocity,usa, CA, Los Angeles,624 South Grand Avenue,,,,36.7014631,-118.755997
853,Digital Realty,usa, CA, El Segundo,2260 E El Segundo Blvd,132240.0,68000.0,18.0,36.7014631,-118.755997
854,Equinix,usa, VA, Culpeper,18155 Technology Drive,105980.0,62393.0,11.25,37.1232245,-78.4927721
856,CyrusOne,usa, NJ, Totowa,50 Madison Road,200000.0,50000.0,16.0,40.0757384,-74.4041622
857,Digital Realty,usa, NY, New York,60 Hudson Street,164000.0,,,43.1561681,-75.8449946
858,Digital Realty,usa, AZ, Phoenix,120 East Van Buren Street,347000.0,175000.0,32.3,34.395342,-111.763275
859,Lumen,usa, TX, Dallas,3180 Irving Blvd,80000.0,46070.0,12.0,31.2638905,-98.5456116
860,Digital Realty,netherlands, Amsterdam,Science Park Amsterdam 121,,,,,52.3730796,4.8924534
861,Cirion Technologies,chile, Huechuraba,Condominio Santa María de Huechuraba 6951,,8000.0,7000.0,4.0,-33.3744615,-70.6362988
862,Digital Realty,uk, London,11 Hanbury Street,,58125.0,,16.0,51.5074456,-0.1277653
863,antage Data Centers,canada, QC, Pointe-Claire,2800 Trans-Canada Highway,320000.0,,48.0,52.4760892,-71.8258668
864,Iron Mountain Data Centers,usa, IL, Des Plaines,1680 Touhy Avenue,315000.0,,36.0,40.0796606,-89.4337288
865,Digital Realty,germany, 60386 Frankfurt am Main,Hanauer Landstraße 360/building 2,,87000.0,,16.2,50.12682598083557,8.754990609888846
866,Zenlayer,uk, London E1 6QL,91-95 Brick Lane,,,,,51.5074456,-0.1277653
867,Equinix,uk, Manchester, Stretford, 76 Trafford Wharf Road,46500.0,32292.0,3.5,53.4794892,-2.2451148
868,Digital Realty,usa, VA 20147, Ashburn,44372 Round Table Plaza bldg m,223200.0,,,,
869,QTS Data Centers,usa, FL, Miami,11234 Northwest 20th Street,38000.0,20000.0,2.0,27.7567667,-81.4639835
870,Cascade Divide Data Centers,usa, OR, Bend,207 Southwest Columbia Street,,,,43.9792797,-120.737257
871,Centersquare,usa, MA, Waltham,580 Winter Street,165968.0,107570.0,16.0,18.3414575,-64.9335173
872,Hivelocity,usa, NY, Staten Island,7 Teleport Drive,,,,43.1561681,-75.8449946
873,Digital Realty,belgium, Zaventem,Wezembeekstraat 2,,111945.0,53819.0,7.2,50.8806207,4.4730008
874,Digital Realty,germany, Frankfurt,Hanauer Landstraße 302,,,,,50.1106444,8.6820917
875,CyrusOne,usa, VA, Sterling,21350 Pacific Blvd,90000.0,,105.0,37.1232245,-78.4927721
876,DataBank,usa, TX, Richardson,904 Quality Way,68000.0,41320.0,5.7,31.2638905,-98.5456116
877,Equinix,germany, 60388 Frankfurt am Main,Friesstraße 22,,64368.0,,18.0,50.15053802148129,8.753674225065893
878,Flexential,usa, Georgia 30122, Douglasville,1750 N River Rd,358000.0,,36.0,,
879,Digital Realty,ireland, Dublin, Cherry Orchard,24 Hume Avenue,2400.0,2400.0,,53.3493795,-6.2605593
880,Digital Realty,singapore, 29A International Business Park,International Business Park Road,,377000.0,,26.0,1.3276107499999998,103.74616809177192
881,Equinix,netherlands, Amsterdam,Science Park 610,,191597.0,68889.0,18.0,52.3730796,4.8924534
882,Telehouse,usa, NY, Staten Island,7 Teleport Drive,162000.0,80000.0,10.0,43.1561681,-75.8449946
883,China Telecom,china, Beijing Shi, Daxing Qu,Dr. Peng Group (Tongji Middle Road),,,,39.9057136,116.3912972
884,Centersquare,usa, VA, Ashburn,21571 Beaumeade Cir,164453.0,96644.0,10.0,37.1232245,-78.4927721
885,Equinix,usa, GA, Atlanta,180 Peachtree Street Northwest,79200.0,43012.0,4.5,32.3293809,-83.1137366
886,Iron Mountain Data Centers,germany, 60388 Frankfurt,Borsigallee 1,,280000.0,,27.0,50.15053802148129,8.753674225065893
887,Singtel,singapore,375 Tanjong Katong Road,,,,,,1.3093614,103.8944649
889,Centersquare,usa, AZ, Mesa,1301 West University Drive,154158.0,73500.0,14.0,34.395342,-111.763275
890,Equinix,usa, CA, Sunnyvale,255 Caspian Drive,120000.0,67622.0,8.0,36.7014631,-118.755997
891,Equinix,netherlands, Amsterdam,Luttenbergweg 4,,96681.0,29062.0,9.54,52.3730796,4.8924534
892,Centersquare,usa, NJ, Weehawken,300 J F Kennedy Boulevard East,802397.0,802397.0,105.6,40.0757384,-74.4041622
893,antage Data Centers,uk, Newport, Duffryn, Coedkernew,2000000.0,,148.0,51.5882332,-2.9974967
894,Equinix,usa, CA, San Jose,9 Great Oaks Boulevard,175311.0,93498.0,15.0,36.7014631,-118.755997
896,TierPoint,usa, PA, Norristown,1000 Adams Avenue,137000.0,61000.0,,40.9699889,-77.7278831
897,Equinix,usa, VA, Vienna,7990 Science Applications Court,44382.0,27356.0,2.2,37.1232245,-78.4927721
898,Equinix,usa, NJ, Carteret,1400 Federal Boulevard,113944.0,91413.0,,40.0757384,-74.4041622
899,Telefonica Global Solutions,spain, 28805 Alcala de Henares, 23,Av. Punto Com,265000.0,100000.0,15.0,40.500387271229506,-3.3506293149180326
900,Equinix,portugal, 2685-378 Prior Velho,Avenida Severiano Falcão 14,,56995.0,16005.0,,38.7858515,-9.1236797
901,Singtel,singapore,7 Bedok South Road,,,,,,1.319675,103.9298004
902,Equinix,usa, CA, San Jose,11 Great Oaks Boulevard,133500.0,82851.0,4.0,36.7014631,-118.755997
903,Equinix,usa, CA, El Segundo,445 North Douglas Street,177469.0,62159.0,0.5,36.7014631,-118.755997
904,antage Data Centers,germany, 15749 Mittenwalde,Dahmestraße 1,,260000.0,,32.0,52.25500626618985,13.547718051798874
905,CyrusOne,usa, TX, Carrollton,1649 West Frankford Road,670000.0,400000.0,90.0,31.2638905,-98.5456116
906,Equinix,uk, Slough,13 Liverpool Road,,110566.0,74873.0,9.6,51.5111014,-0.5940682
907,CyrusOne,usa, CT, Norwalk,6 Norden Place,168000.0,75000.0,16.0,41.6500201,-72.7342163
908,Equinix,hong kong, Tseung Kwan O Industrial Estate,299 Wan Po Road,,367981.0,8332.0,8.0,22.284649,114.271717
909,Cologix,canada, QC, Drummondville,2525 Rue Canadien,120000.0,50000.0,10.0,52.4760892,-71.8258668
910,Equinix,usa, TX, Dallas,1950 North Stemmons Freeway,61573.0,30355.0,3.0,31.2638905,-98.5456116
911,Amanah Tech Inc.,canada, ON, Toronto,1 Yonge Street,760000.0,4000.0,1.0,50.000678,-86.000977
912,Web Werks India Pvt Ltd,india, Maharashtra, Navi Mumbai, Rabale,82000.0,,6.3,18.9068356,75.6741579
913,Equinix,brazil, Barueri - State of São Paulo, 3641 - Tamboré,Alameda Araguaia,95387.0,34432.0,12.0,,
914,SBA Edge,usa, IL, West Chicago,603 Discovery Drive,80000.0,60000.0,4.0,40.0796606,-89.4337288
915,Equinix,australia, Shenton Park WA 6008,1/37 Lemnos Street,,34051.8,,,-31.959639,115.8054615
916,Equinix,sweden, Bromma,Mariehällsvägen 36,,38254.0,38254.0,,59.339769,17.9395411
917,Equinix,germany, Frankfurt,Gutleutstraße 310,,107639.0,74152.0,11.52,50.1106444,8.6820917
918,antage Data Centers,usa, AZ, Goodyear,45 South Bullard Avenue,800000.0,800000.0,32.0,34.395342,-111.763275
919,China Telecom,china, Shanghai, Baoshan Qu, Hulan Road,,,,31.2323437,121.4691024
920,365 Data Centers,usa, IL, Chicago,427 South LaSalle Street,10000.0,,1.72,40.0796606,-89.4337288
921,Element Critical,usa, VA, Vienna,7990 Quantum Drive,200000.0,70000.0,10.0,37.1232245,-78.4927721
922,Digital Realty,germany,40599 Düsseldorf,,,47000.0,,23.0,51.178742927118016,6.86723699345172
923,Deft,uk,London,,,,,,51.5074456,-0.1277653
924,Iron Mountain Data Centers,usa, CO, Denver,4300 Brighton Blvd,180000.0,,14.4,38.7251776,-105.607716
925,Equinix,france, Pantin, 110 bis Avenue du Général Leclerc,Dachser Paris Pantin,98737.0,54358.0,,48.8965023,2.4019804
926,Digital Realty,ireland, Dublin, Kilcarbery,2 Profile Park,86111.0,,5.0,53.3493795,-6.2605593
927,DataBank,usa, IL, Chicago,840 South Canal Street,14500.0,11470.0,2.0,40.0796606,-89.4337288
928,Centersquare,usa, CO, Englewood,8534 Concord Center Drive,98218.0,98218.0,7.2,38.7251776,-105.607716
929,DataBank,usa, TX, Waco,700 Austin Avenue,34000.0,14210.0,0.8,31.2638905,-98.5456116
930,DataBank,usa, CA 92128, San Diego,12270 World Trade Drive suite 100,88000.0,55140.0,3.2,,
931,Cogent Communications,usa, FL, Doral,3701 Northwest 82nd Avenue,9760.0,9760.0,,27.7567667,-81.4639835
932,China Telecom,china, Hubei, Wuhan, Hongshan,,,,31.15305035,112.88064226239663
933,Aureon,usa, IA, Des Moines,616 10th Street,30000.0,1500.0,1.0,41.9216734,-93.3122705
934,365 Data Centers,usa, MI, Southfield,24660 Lahser Road,12000.0,,0.8,43.6211955,-84.6824346
935,TierPoint,usa, PA, Breinigsville,9999 Hamilton Boulevard,122000.0,58300.0,25.0,40.9699889,-77.7278831
936,China Telecom,singapore, Woodlands,Woodlands Street 12,,,,,1.436897,103.786216
937,DataBank,usa, GA 30336, Atlanta,200 Selig Dr SW,,156780.0,40.0,,
938,Centersquare,usa, VA, Sterling,45901 Nokes Boulevard,556457.0,556457.0,47.0,37.1232245,-78.4927721
939,Digital Realty,france, Paris,45 Avenue Victor Hugo,,16000.0,,2.0,48.8588897,2.3200410217200766
940,Equinix,switzerland, Zürich,Josefstrasse 225,,4015.0,4015.0,,47.3744489,8.5410422
941,Digital Realty,germany, HE, 60528 Frankfurt, Lyoner Straße 28,39000.0,,3.9,50.6080651,9.0284647
942,MOD Mission Critical,usa, GA, Atlanta,250 Williams Street Northwest,,33000.0,,32.3293809,-83.1137366
943,Struxture,canada, ON, Barrie,612 Welham Road,60000.0,,10.0,50.000678,-86.000977
944,365 Data Centers,usa, CA, Rancho Cordova,11085 Sun Center Drive,69048.0,30248.0,5.0,36.7014631,-118.755997
945,Digital Realty,usa, TX, Austin,7500 Metro Center Drive,85688.0,,16.0,31.2638905,-98.5456116
946,Equinix,ireland, Dublin,Blanchardstown,,189951.0,,,53.3493795,-6.2605593
947,Hut 8,canada, ON,Mississauga,,29000.0,6420.0,3.5,50.000678,-86.000977
948,Cologix,canada, ON, Toronto,151 Front Street West,25000.0,25000.0,,50.000678,-86.000977
949,Lumen,usa, IL, Chicago,900 North Kingsbury Street,182016.0,10840.0,8.5,40.0796606,-89.4337288
950,Lumen,usa, FL, Tampa,7909 Woodland Center Boulevard,53168.0,4795.0,9.6,27.7567667,-81.4639835
952,CoreSite,usa, CO, Denver,910 15th Street,29000.0,,,38.7251776,-105.607716
953,365 Data Centers,usa, New York, NY,65 Broadway,,16583.0,0.7,40.7127281,-74.0060152
954,Atlantic.net,canada, Ontario, Scarborough,20 Pullman Ct,,,,50.000678,-86.000977
955,Dynascale,usa, CA, Irvine,2640 Main Street,20000.0,,,36.7014631,-118.755997
956,Hivelocity,usa, TX, Dallas,1515 Round Table Drive,685000.0,685000.0,,31.2638905,-98.5456116
957,Lumen,usa, TX, Houston,12001 North Freeway,51300.0,14816.0,,31.2638905,-98.5456116
958,FirstLight,usa, NH, Portsmouth,359 Corporate Drive,8700.0,,,43.4849133,-71.6553992
959,Centersquare,usa, WA, Tukwila,12301 Tukwila International Boulevard,112942.0,112942.0,7.5,47.2868352,-120.212613
960,Colocation America,usa, CA, Los Angeles,530 W 6th St,,,,36.7014631,-118.755997
961,Digital Realty,greece, Κορωπί 194 00,Varis Koropiou Avenue 76,,12000,,1.225,37.8986169,23.8740711
962,China Telecom,china, Shanghai,Baoshan,,,,,31.2323437,121.4691024
964,China Telecom,china, Sichuan Sheng, Chengdu Shi, Wuhou Qu,,,,30.5000001,102.4999999
965,Zenlayer,ukraine, Dnipropetrovsk Oblast, Dnipro, 7,,,,48.662589,34.9501715
966,Tel Networks Inc.,usa, NY, Albany,194 Washington Avenue,,,,43.1561681,-75.8449946
967,China Telecom,china, Shanghai Shi, Xuhui Qu, Guiqing Road,,,,31.2323437,121.4691024
968,Equinix,chile, San Antonio,Ruta 66,,11528,,,-33.5808615,-71.6132377
969,China Telecom,china, Guangdong, Guangzhou,Huangpu,,,,23.1357694,113.1982688
970,PhoenixNAP,netherlands,Amsterdam,,,12000,,25.0,52.3730796,4.8924534
971,China Telecom,usa, NY 12590, Wappingers Falls,155 Myers Corners Rd,,,,,
972,China Telecom,china, Shanghai, Pudong,60 Huajing Rd,,,,31.2323437,121.4691024
973,China Telecom,china, Guangxi Zhuangzuzizhiqu, Nanning Shi, Jiangnan Qu,,,,,
974,China Telecom,china, Guangdong Sheng, Foshan Shi, Nanhai Qu,,,,23.1357694,113.1982688
975,Tel Networks Inc.,usa, NY, New York,111 8th Avenue,,,,43.1561681,-75.8449946
976,China Telecom,china, Guangdong,Foshan,,,,,23.1357694,113.1982688
977,Enzu,usa, TX, Houston,660 Greens Parkway,,,,31.2638905,-98.5456116
978,China Telecom,china, Hubei, Xiantao,Hanjiang Rd,,,,31.15305035,112.88064226239663
979,Hivelocity,south africa, Johannesburg, Isando,5 Brewery Street,,,,-26.205,28.049722
980,China Telecom,china, Hubei, Huanggang, Huangzhou,,,,31.15305035,112.88064226239663
981,Green Colo LTD,uk, Fareham, Portchester,Walled Garden,"5,000","2,500",1.5,50.8526637,-1.1783134
982,China Telecom,china, Shanghai, Huangpu Qu, Zhongshan South Road,,,,31.2323437,121.4691024
983,Telehouse,china, Shanghai, Pudong,400 Fangchun Road,,36167,,31.2323437,121.4691024
984,China Telecom,south korea,Seoul,,,,,,37.5666791,126.9782914
985,China Telecom,china, Shanghai,Pudong,,,,,31.2323437,121.4691024
986,China Telecom,usa, CA 90245, El Segundo,445 North Douglas Street,,,,,
987,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Nanshan Qu,,,,23.1357694,113.1982688
988,China Telecom,china, Shanghai,Putuo,,,,,31.2323437,121.4691024
989,China Telecom,china, Jiangsu Sheng, Changzhou Shi,Jintan Qu,,,,33.0000001,119.9999999
990,MOD Mission Critical,usa, NC, Raleigh,5301 Departure Drive,40000,36000,2.0,35.6729639,-79.0392919
991,China Telecom,china, Jiangsu, Suzhou, Wuzhong District,,,,33.0000001,119.9999999
992,Enzu,usa, CA, Santa Clara,2151 Mission College Boulevard,,,,36.7014631,-118.755997
993,"Ascenty, a Digital Realty Company",brazil, Hortolândia - State of São Paulo, 4 - Jardim Santa Izabel,Rua Papa João Paulo II,43055.64,,7.0,,
994,China Telecom,china, Jiangsu, Suzhou,Taicang,,,,33.0000001,119.9999999
995,China Telecom,china, Shanghai Shi, Pudong Xinqu, Lu Jia Zui,,,,31.2323437,121.4691024
996,Colocation America,usa, NY, New York,111 8th Avenue,3000000,104814,,43.1561681,-75.8449946
997,China Telecom,china, Guangdong, Jieyang,Rongcheng,,,,23.1357694,113.1982688
998,China Telecom,china, Jiangsu Sheng, Nantong Shi, Chongchuan Qu,,,,33.0000001,119.9999999
999,China Telecom,china, Jiangsu, Nanjing,Qinhuai,,,,33.0000001,119.9999999
1000,Digital Realty,usa, TX 75081, Richardson,907 Security Row,138500.0,,12.75,,
1001,Cogent Communications,usa, CA, Anaheim,300 S Harbor Blvd,1169.0,1169.0,,36.7014631,-118.755997
1002,Lumen,usa, CA, Fresno,305 W Napa Ave,30000.0,9900.0,,36.7014631,-118.755997
1003,Centersquare,usa, FL, Tampa,9310 Florida Palm Drive,96000.0,96000.0,9.6,27.7567667,-81.4639835
1004,Lumen,usa, PA, Pittsburgh,143 South 25th Street,3661.0,1208.0,,40.9699889,-77.7278831
1005,"Cato Digital, Inc",usa, VA 20166, Sterling,45901 Nokes Blvd,,,,41.838558,-71.425049
1006,Whitelabel IT Solutions,usa, NJ, Hackensack,159 Atlantic Street,20000.0,12000.0,2.0,40.0757384,-74.4041622
1007,Centersquare,usa, TN, Gallatin,1398 Gateway Drive,900000.0,,100.0,35.7730076,-86.2820081
1008,CyrusOne,usa, IA, Council Bluffs,4700 Gifford Road,216000.0,120000.0,18.0,41.9216734,-93.3122705
1009,Cologix,usa, CA, Santa Clara,2050 Martin Avenue,84000.0,,20.0,36.7014631,-118.755997
1010,Expedient,usa, OH, Upper Arlington,5000 Arlington Centre Boulevard,21591.0,9300.0,1.6,40.2253569,-82.6881395
1011,Struxture,canada, BC, Vancouver,555 West Hastings Street,54000.0,35000.0,2.14,55.001251,-125.002441
1012,Equinix,china, Shanghai, Pudong,400 Fangchun Road,4539.0,4388.0,,31.2323437,121.4691024
1013,Digital Realty,usa, CA 95054, Santa Clara,1500 Space Park Drive,52000.0,,9.0,,
1014,Digital Realty,germany, 40599 Düsseldorf,In der Steele 39/45,,26000.0,,109.0,51.178742927118016,6.86723699345172
1015,Iron Mountain Data Centers,india, Karnataka, Bengaluru, Whitefield,80000.0,,4.0,14.5203896,75.7223521
1016,DataBank,usa, NY, New York,60 Hudson Street,1000000.0,23940.0,0.74,43.1561681,-75.8449946
1017,Lumen,usa, IN, Indianapolis,1902 South East Street,20000.0,1740.0,,40.3270127,-86.1746933
1018,"Ascenty, a Digital Realty Company",brazil, Osasco - State of São Paulo, 350 - Vila Menck,Av. Roberto Pinto Sobrinho,43055.64,,4.0,,
1019,China Telecom,china, Jiangsu, Nanjing,Pukou,,,,33.0000001,119.9999999
1020,H5 Data Centers,usa, AZ, Chandler,2600 West Germann Road,180000.0,145000.0,26.0,34.395342,-111.763275
1021,NorthC,netherlands, 3433 PC Nieuwegein,Frieslandhaven 6,,86111.0,44132.0,2.5,52.0182714,5.10377702
1022,Cologix,usa, FL, Lakeland,2850 Interstate Drive,105000.0,105000.0,,27.7567667,-81.4639835
1023,Civicos Networking,france, Roubaix,1 Rue d'Orchies,,100.0,60.0,0.8,50.6915893,3.1741734
1024,CyberNest,germany, Innenstadt I, 60327 Frankfurt,Gutleutstraße 310,,,,53.8658954,10.685864846617516
1025,Lunavi,usa, WY, Cheyenne,340 Progress Circle,,,5.0,43.1700264,-107.568534
1026,Evocative,usa, WA 98109, Seattle,140 4th Avenue North,40000.0,,4.5,,
1027,Direct LTx,usa, PA, Reading,2561 Bernville Road,300000.0,110000.0,6.0,40.9699889,-77.7278831
1028,DC BLOX,usa, SC, Greenville,33 Global Drive,54000.0,,3.0,33.6874388,-80.4363743
1029,Lumen,usa, CA, Tustin,14452 Franklin Avenue,53000.0,12294.0,,36.7014631,-118.755997
1030,Lumen,usa, TX, Austin,4207 Smith School Road,75474.0,3316.0,,31.2638905,-98.5456116
1032,bigbyte.cc,usa, NM, Albuquerque,123 Central Avenue Northwest,62000.0,15000.0,3.0,34.5802074,-105.996047
1033,Equinix,japan, Chiba, Inzai,Izumino,186000.0,27577.0,,35.549399,140.2647303
1034,Telehouse,uk, London E14 2AA,Coriander Avenue,,790071.0,790071.0,,51.5156177,-0.0919983
1035,China Telecom,china, Jiangsu, Suzhou, Zhangjiagang,,,,33.0000001,119.9999999
1036,CoreSite,usa, CA, Milpitas,1656 McCarthy Boulevard,76000.0,,,36.7014631,-118.755997
1037,MOD Mission Critical,netherlands, Noord-Holland, 1096 AM Amsterdam,H.J.E. Wenckebachweg 127,,,,52.7212825,4.820665
1038,Cologix,usa, OH, Columbus,535 Scherers Court,11000.0,11000.0,,40.2253569,-82.6881395
1039,Hivelocity,usa, IL, Chicago,350 East Cermak Road,1100000.0,,100.0,40.0796606,-89.4337288
1040,Lumen,usa, CA, San Luis Obispo,775 Capitolio Way,35000.0,6200.0,,36.7014631,-118.755997
1041,Digital Realty,usa, IL, Northlake,505 North Railroad Avenue,251000.0,,40.0,40.0796606,-89.4337288
1042,CoreSite,usa, CA, Los Angeles,200 Bauchet Street,150000.0,,,36.7014631,-118.755997
1043,DartPoints,usa, NC, Asheville,100 Technology Dr ste c,23000.0,11200.0,,35.6729639,-79.0392919
1044,Enzu,netherlands, Amsterdam,Science Park Amsterdam 610,,,,,52.3730796,4.8924534
1045,Telesystem,usa, MI, Monroe,1240 Huber Drive,8800.0,3600.0,,43.6211955,-84.6824346
1046,Zenlayer,hong kong, Tseung Kwan O Industrial Estate,3 Chun Cheong Street,,,,,22.284649,114.271717
1047,"Daun Penh Data Center Co., Ltd (DPDC)",cambodia, Phnom Penh,Hun Sen Boulevard,,7965.0,1044.0,,11.568271,104.9224426
1048,FIBERTOWN,usa, TX, Bryan,110 N Main St,47000.0,25000.0,0.3,31.2638905,-98.5456116
1049,Digital Realty,usa, NY 10013, New York, 6th Avenue,132500.0,132500.0,9.5,,
1050,Neutron Colocation,usa, ID, Coeur d'Alene,600 West Appleway Avenue,6000.0,3000.0,,43.6447642,-114.015407
1051,CoreSite,usa, GA, Marietta,1130 Powers Ferry Place,73000.0,,,32.3293809,-83.1137366
1052,Lumen,usa, TX, Dallas,1150 Regal Row,10000.0,1900.0,,31.2638905,-98.5456116
1053,Limestone Networks,usa, TX, Dallas,400 S Akard St,,,7.0,31.2638905,-98.5456116
1054,Digital Fortress,usa, WA, Seattle,3101 Western Avenue,24000.0,,3.0,47.2868352,-120.212613
1055,Nxtra by Airtel,india, Karnataka, Bengaluru,Whitefield,,,5.5,14.5203896,75.7223521
1056,Hut 8,canada, BC,Vancouver,,6210.0,4155.0,1.0,55.001251,-125.002441
1057,Data Canopy,usa, TX 75013, Allen,2300 Chelsea Boulevard,976000.0,580000.0,50.0,,
1058,CyrusOne,usa, TX, San Antonio,9554 Westover Hills Boulevard,372000.0,196000.0,36.0,31.2638905,-98.5456116
1060,Lumen,usa, TX, Austin,2916 Montopolis Dr,11562.0,2298.0,,31.2638905,-98.5456116
1061,Cogent Communications,usa, MA, Somerville,59 Inner Belt Road,12000.0,12000.0,,18.3414575,-64.9335173
1062,DC BLOX,usa, AL, Huntsville,333 Diamond Drive Northwest,9000.0,,1.5,,
1063,atNorth,sweden, Kista,Esbogatan 4,,,64583.0,10.5,59.403311,17.9442849
1064,DataBank,usa, UT 84111, Salt Lake City,179 Social Hall Ave,16000.0,10610.0,0.5,,
1065,NorthC,switzerland, 4142 Münchenstein,Weidenstrasse 41,,37674.0,23681.0,6.0,47.51989248226666,7.612789691066666
1066,Struxture,canada, QC, Montreal,1080 Beaver Hall Hill,7500.0,,5.0,52.4760892,-71.8258668
1067,Lumen,usa, AZ, Phoenix,17 East Virginia Avenue,5000.0,2800.0,,34.395342,-111.763275
1068,Digital Realty,germany, 40599 Düsseldorf,In der Steele 27/43,,58000.0,,9.6,51.178742927118016,6.86723699345172
1069,Expedient,usa, MD, Baltimore,1050 Hull Street,23083.0,8900.0,1.5,39.5162401,-76.9382069
1070,DC BLOX,usa, TN, Chattanooga,807 East 16th Street,8000.0,7000.0,1.0,35.7730076,-86.2820081
1071,Hivelocity,usa, VA 20147, Ashburn,21635 Red Rum Dr,,,,,
1072,Simple Helix,usa, AL, Huntsville,165 West Park Loop Northwest,,,,,
1073,Cologix,canada, QC, Verdun, Boulevard René Lévesque,12000.0,12000.0,2.0,52.4760892,-71.8258668
1074,China Telecom,china, Hubei, Wuhan, Dongxihu,,,,31.15305035,112.88064226239663
1075,China Telecom,china, Beijing, Haidian,Yongcheng N Rd,,,,39.9057136,116.3912972
